id,reason_for_absence,month_of_absence,day_of_the_week,seasons,transportation_expense,distance_from_residence_to_work,service_time,age,work_load_average_day,hit_target,disciplinary_failure,education,son,social_drinker,social_smoker,pet,weight,height,body_mass_index,absenteeism_time_in_hours,absenteeism_risk,predicted_absenteeism_hours,predicted_absenteeism_risk,employee_cluster
11,19,7,2,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30,32,high,22.43,high,0
11,19,7,5,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30,8,low,10.14,low,0
20,0,7,5,1,260,50,11,36,275.312,98,1,1,4,1,0,0,65,168,23,0,low,0.0,low,0
11,19,8,6,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,8,low,10.33,low,0
30,19,8,6,1,157,27,6,29,265.615,94,0,1,0,1,1,0,75,185,22,3,low,6.24,low,1
11,23,8,2,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,1,low,4.91,low,0
9,18,8,3,1,228,14,16,58,265.615,94,0,1,2,0,0,1,65,172,22,8,low,42.11,low,0
26,13,8,5,1,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25,1,low,3.64,low,0
26,14,8,5,1,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25,2,low,3.8,low,0
20,28,8,6,1,260,50,11,36,265.615,94,0,1,4,1,0,0,65,168,23,4,low,3.915,low,0
11,23,8,3,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,4,low,4.89,low,0
33,23,8,4,1,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32,1,low,1.8119999999999998,low,0
21,11,8,5,1,268,11,8,33,265.615,94,0,2,0,0,0,0,79,178,25,8,low,7.41,low,0
22,23,8,5,1,179,26,9,30,265.615,94,0,3,0,0,0,0,56,171,19,1,low,1.8706666666666667,low,1
36,13,8,5,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31,3,low,3.755,low,1
33,25,8,2,1,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32,2,low,2.2653333333333334,low,0
1,23,8,3,1,235,11,14,37,265.615,94,0,3,1,0,0,1,88,172,29,1,low,2.953333333333333,low,0
36,23,8,5,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31,1,low,1.1,low,1
1,19,8,5,1,235,11,14,37,265.615,94,0,3,1,0,0,1,88,172,29,8,low,10.233333333333334,low,0
10,8,8,3,1,361,52,3,28,265.615,94,0,1,1,1,0,4,80,172,27,8,low,9.73,low,2
27,6,8,4,1,184,42,7,27,265.615,94,0,1,0,0,0,0,58,167,21,8,low,8.26,low,1
3,11,9,2,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8,low,7.95,low,1
3,23,9,6,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,3,low,2.79,low,1
11,19,9,4,1,289,36,13,33,294.217,81,0,1,2,1,0,1,90,172,30,24,medium,21.04,medium,0
5,0,9,5,1,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38,0,low,0.0,low,0
24,9,9,2,1,246,25,16,41,294.217,81,0,1,0,1,0,0,67,170,23,16,medium,21.48,medium,0
15,28,9,3,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3,low,2.7,low,0
8,0,9,3,1,231,35,14,39,294.217,81,1,1,2,1,0,2,100,170,35,0,low,0.0,low,0
19,0,9,3,1,291,50,12,32,294.217,81,1,1,0,1,0,0,65,169,23,0,low,0.0,low,0
3,13,9,4,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8,low,10.16,low,1
24,9,9,4,1,246,25,16,41,294.217,81,0,1,0,1,0,0,67,170,23,32,high,29.39,high,0
3,23,9,5,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,1,low,1.84,low,1
15,28,9,6,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,4,low,2.49,low,0
20,28,9,6,1,260,50,11,36,294.217,81,0,1,4,1,0,0,65,168,23,4,low,3.87,low,0
5,26,9,4,4,235,20,13,43,294.217,81,0,1,1,1,0,0,106,167,38,8,low,6.69,low,0
36,28,9,5,4,118,13,18,50,294.217,81,0,1,1,1,0,0,98,178,31,1,low,1.1075,low,1
5,0,9,5,4,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38,0,low,0.0,low,0
15,28,9,6,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3,low,2.38,low,0
15,7,9,2,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,40,high,33.69,high,0
3,13,9,2,4,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8,low,9.44,low,1
11,24,10,2,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8,low,7.59,low,0
1,26,10,2,4,235,11,14,37,265.017,88,0,3,1,0,0,1,88,172,29,4,low,5.191,low,0
11,26,10,2,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8,low,7.618333333333332,low,0
11,22,10,6,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8,low,10.01,low,0
36,0,10,6,4,118,13,18,50,265.017,88,1,1,1,1,0,0,98,178,31,0,low,0.0,low,1
33,0,10,6,4,248,25,14,47,265.017,88,1,1,2,0,0,1,86,165,32,0,low,0.0,low,0
22,1,10,2,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,8,low,20.43,low,1
34,7,10,2,4,118,10,10,37,265.017,88,0,1,0,0,0,0,83,172,28,3,low,6.48,low,1
13,22,10,2,4,369,17,12,31,265.017,88,0,1,3,1,0,0,70,169,25,8,low,8.94,low,2
3,28,10,4,4,179,51,18,38,265.017,88,0,1,0,1,0,0,89,170,31,1,low,1.9099999999999997,low,1
22,1,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,64,high,42.43,low,1
5,0,10,4,4,235,20,13,43,265.017,88,1,1,1,1,0,0,106,167,38,0,low,0.0,low,0
11,19,10,5,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,16,medium,15.653333333333332,medium,0
20,28,10,6,4,260,50,11,36,265.017,88,0,1,4,1,0,0,65,168,23,3,low,3.4,low,0
5,0,10,6,4,235,20,13,43,265.017,88,1,1,1,1,0,0,106,167,38,0,low,0.0,low,0
5,23,10,2,4,235,20,13,43,265.017,88,0,1,1,1,0,0,106,167,38,2,low,2.71,low,0
5,23,10,2,4,235,20,13,43,265.017,88,0,1,1,1,0,0,106,167,38,2,low,2.71,low,0
36,28,10,3,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31,1,low,1.14,low,1
15,28,10,3,4,291,31,12,40,265.017,88,0,1,1,1,0,1,73,171,25,4,low,3.2383333333333337,low,0
22,23,10,5,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,16,medium,11.68,medium,1
36,28,10,5,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31,1,low,1.04,low,1
10,10,10,2,4,361,52,3,28,265.017,88,0,1,1,1,0,4,80,172,27,8,low,10.91,low,2
20,0,10,3,4,260,50,11,36,265.017,88,1,1,4,1,0,0,65,168,23,0,low,0.0,low,0
15,0,10,3,4,291,31,12,40,265.017,88,1,1,1,1,0,1,73,171,25,0,low,0.0,low,0
30,0,10,3,4,157,27,6,29,265.017,88,1,1,0,1,1,0,75,185,22,0,low,0.0,low,1
22,1,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,5,low,42.43,low,1
22,7,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,5,low,18.88,low,1
36,23,10,5,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31,1,low,1.17,low,1
34,11,11,2,4,118,10,10,37,284.031,97,0,1,0,0,0,0,83,172,28,8,low,7.13,low,1
33,23,11,2,4,248,25,14,47,284.031,97,0,1,2,0,0,1,86,165,32,2,low,1.91,low,0
3,6,11,3,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,8,low,15.33,low,1
20,28,11,6,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23,3,low,3.27,low,0
15,23,11,2,4,291,31,12,40,284.031,97,0,1,1,1,0,1,73,171,25,1,low,1.33,low,0
23,1,11,2,4,378,49,11,36,284.031,97,0,1,2,0,1,4,65,174,21,8,low,11.52,low,2
14,11,11,2,4,155,12,14,34,284.031,97,0,1,2,1,0,0,95,196,25,120,high,83.9,high,1
5,26,11,2,4,235,20,13,43,284.031,97,0,1,1,1,0,0,106,167,38,8,low,7.06,low,0
18,0,11,3,4,330,16,4,28,284.031,97,1,2,0,0,0,0,84,182,25,0,low,0.0,low,2
1,18,11,4,4,235,11,14,37,284.031,97,0,3,1,0,0,1,88,172,29,1,low,7.32,low,0
34,11,11,4,4,118,10,10,37,284.031,97,0,1,0,0,0,0,83,172,28,3,low,4.335,low,1
1,25,11,5,4,235,11,14,37,284.031,97,0,3,1,0,0,1,88,172,29,2,low,2.51,low,0
3,28,11,5,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,3,low,2.58,low,1
24,13,11,6,4,246,25,16,41,284.031,97,0,1,0,1,0,0,67,170,23,8,low,8.52,low,0
15,12,11,6,4,291,31,12,40,284.031,97,0,1,1,1,0,1,73,171,25,4,low,7.55,low,0
24,13,11,2,4,246,25,16,41,284.031,97,0,1,0,1,0,0,67,170,23,8,low,16.3,low,0
3,28,11,3,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,1,low,2.158166666666667,low,1
20,10,11,4,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23,8,low,11.84,low,0
20,15,11,6,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23,8,low,13.92,low,0
23,0,11,6,4,378,49,11,36,284.031,97,1,1,2,0,1,4,65,174,21,0,low,0.0,low,2
7,0,11,3,4,279,5,14,39,284.031,97,1,1,2,1,1,0,68,168,24,0,low,0.0,low,0
3,23,11,5,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,1,low,2.1225,low,1
28,12,12,2,4,225,26,9,28,236.629,93,0,1,1,0,0,2,69,169,24,3,low,9.14,low,0
3,28,12,2,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,2,low,1.21,low,1
3,28,12,2,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,1,low,1.21,low,1
1,23,12,2,4,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,3,low,2.45,low,0
36,28,12,3,4,118,13,18,50,236.629,93,0,1,1,1,0,0,98,178,31,1,low,1.12,low,1
20,28,12,6,4,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23,4,low,4.427333333333333,low,0
24,4,12,5,4,246,25,16,41,236.629,93,0,1,0,1,0,0,67,170,23,8,low,10.52,low,0
3,28,12,5,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,1,low,1.13,low,1
3,28,12,6,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,1,low,1.0,low,1
22,23,12,3,4,179,26,9,30,236.629,93,0,3,0,0,0,0,56,171,19,1,low,1.75,low,1
34,25,12,3,4,118,10,10,37,236.629,93,0,1,0,0,0,0,83,172,28,8,low,2.279333333333333,low,1
1,25,12,5,4,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,2,low,2.706666666666667,low,0
3,28,12,6,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,1,low,1.0,low,1
5,13,12,3,2,235,20,13,43,236.629,93,0,1,1,1,0,0,106,167,38,8,low,11.01,low,0
1,14,12,3,2,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,4,low,7.18,low,0
20,26,12,4,2,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23,8,low,6.97,low,0
30,28,12,2,2,157,27,6,29,236.629,93,0,1,0,1,1,0,75,185,22,2,low,2.585,low,1
3,28,12,2,2,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,3,low,2.51,low,1
11,19,12,2,2,289,36,13,33,236.629,93,0,1,2,1,0,1,90,172,30,8,low,18.76,low,0
28,23,1,4,2,225,26,9,28,330.061,100,0,1,1,0,0,2,69,169,24,5,low,3.67,low,0
34,19,1,2,2,118,10,10,37,330.061,100,0,1,0,0,0,0,83,172,28,32,high,24.272666666666666,high,1
14,23,1,2,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,2,low,3.95,low,1
1,13,1,3,2,235,11,14,37,330.061,100,0,3,1,0,0,1,88,172,29,1,low,14.59,low,0
14,23,1,3,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,4,low,3.49,low,1
11,26,1,2,2,289,36,13,33,330.061,100,0,1,2,1,0,1,90,172,30,8,low,6.46,low,0
15,3,1,4,2,291,31,12,40,330.061,100,0,1,1,1,0,1,73,171,25,8,low,10.63,low,0
5,26,1,2,2,235,20,13,43,330.061,100,0,1,1,1,0,0,106,167,38,8,low,7.72,low,0
36,26,1,2,2,118,13,18,50,330.061,100,0,1,1,1,0,0,98,178,31,4,low,3.683333333333333,low,1
3,28,1,4,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31,1,low,2.0716666666666668,low,1
3,28,1,6,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31,1,low,2.240666666666667,low,1
34,28,2,3,2,118,10,10,37,251.818,96,0,1,0,0,0,0,83,172,28,2,low,2.877,low,1
3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,low,2.98,low,1
28,7,2,4,2,225,26,9,28,251.818,96,0,1,1,0,0,2,69,169,24,1,low,7.41,low,0
11,22,2,6,2,289,36,13,33,251.818,96,0,1,2,1,0,1,90,172,30,3,low,4.91,low,0
20,28,2,6,2,260,50,11,36,251.818,96,0,1,4,1,0,0,65,168,23,3,low,3.23,low,0
3,23,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,low,3.0,low,1
3,27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,2,low,3.4391666666666665,low,1
3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,low,2.98,low,1
3,10,2,5,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,8,low,9.63,low,1
24,26,2,5,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,8,low,6.6691666666666665,low,0
3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,low,2.99,low,1
6,22,2,2,2,189,29,13,33,251.818,96,0,1,2,0,0,2,69,167,25,8,low,6.11,low,1
3,27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,low,3.4391666666666665,low,1
24,23,2,3,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,2,low,3.18,low,0
15,23,2,3,2,291,31,12,40,251.818,96,0,1,1,1,0,1,73,171,25,2,low,2.345,low,0
30,11,2,4,2,157,27,6,29,251.818,96,0,1,0,1,1,0,75,185,22,16,medium,13.69,medium,1
3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,low,2.98,low,1
3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,low,2.99,low,1
24,10,2,6,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,24,medium,17.43,medium,0
3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,low,2.98,low,1
3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,low,2.99,low,1
34,18,3,3,2,118,10,10,37,244.387,98,0,1,0,0,0,0,83,172,28,8,low,7.16,low,1
24,19,3,4,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,16,medium,14.82,medium,0
24,28,3,6,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2,low,2.9975,low,0
20,28,3,6,2,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,4,low,3.856,low,0
3,28,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,2,low,10.84,low,1
1,22,3,2,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29,8,low,7.77,low,0
17,22,3,3,2,179,22,17,40,244.387,98,0,2,2,0,1,0,63,170,22,8,low,7.73,low,1
23,22,3,3,2,378,49,11,36,244.387,98,0,1,2,0,1,4,65,174,21,8,low,8.36,low,2
3,28,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,16,medium,10.84,low,1
10,22,3,4,2,361,52,3,28,244.387,98,0,1,1,1,0,4,80,172,27,8,low,7.93,low,2
13,0,3,4,2,369,17,12,31,244.387,98,1,1,3,1,0,0,70,169,25,0,low,0.0,low,2
1,21,3,5,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29,8,low,7.9,low,0
36,23,3,6,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,2,low,2.09,low,1
36,14,3,3,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,3,low,8.29,low,1
36,13,3,4,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,8,low,13.975,low,1
1,0,3,5,3,235,11,14,37,244.387,98,1,3,1,0,0,1,88,172,29,0,low,0.0,low,0
24,0,3,5,3,246,25,16,41,244.387,98,1,1,0,1,0,0,67,170,23,0,low,0.0,low,0
36,0,3,5,3,118,13,18,50,244.387,98,1,1,1,1,0,0,98,178,31,0,low,0.08,low,1
3,28,3,6,3,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,8,low,7.416666666666668,low,1
11,22,3,6,3,289,36,13,33,244.387,98,0,1,2,1,0,1,90,172,30,8,low,8.86,low,0
20,19,3,2,3,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,8,low,20.0,low,0
24,28,3,3,3,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2,low,2.41,low,0
3,28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4,low,6.783333333333334,low,1
20,28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,3,low,3.5011666666666668,low,0
18,26,4,6,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,4,low,5.44,low,2
13,22,4,2,3,369,17,12,31,239.409,98,0,1,3,1,0,0,70,169,25,4,low,8.28,low,2
33,26,4,2,3,248,25,14,47,239.409,98,0,1,2,0,0,1,86,165,32,4,low,3.3725,low,0
18,23,4,4,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,8,low,6.75,low,2
3,28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,8,low,6.783333333333334,low,1
36,23,4,2,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31,1,low,1.655,low,1
36,13,4,4,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31,120,high,84.02,high,1
26,28,4,6,3,300,26,13,43,239.409,98,0,1,2,1,1,1,77,175,25,8,low,6.136666666666667,low,0
20,28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,4,low,3.5011666666666668,low,0
3,28,4,2,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4,low,5.287380952380952,low,1
34,11,4,4,3,118,10,10,37,239.409,98,0,1,0,0,0,0,83,172,28,2,low,34.14,low,1
5,13,5,2,3,235,20,13,43,246.074,99,0,1,1,1,0,0,106,167,38,16,medium,14.15,medium,0
33,23,5,4,3,248,25,14,47,246.074,99,0,1,2,0,0,1,86,165,32,2,low,2.12,low,0
13,10,5,2,3,369,17,12,31,246.074,99,0,1,3,1,0,0,70,169,25,8,low,11.77,low,2
22,23,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3,low,2.57,low,1
3,28,5,4,3,179,51,18,38,246.074,99,0,1,0,1,0,0,89,170,31,4,low,4.786833333333333,low,1
10,23,5,5,3,361,52,3,28,246.074,99,0,1,1,1,0,4,80,172,27,1,low,2.21,low,2
20,28,5,6,3,260,50,11,36,246.074,99,0,1,4,1,0,0,65,168,23,3,low,3.1395,low,0
17,11,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,2,low,5.22,low,1
17,8,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,3,low,5.1,low,1
9,18,5,4,3,228,14,16,58,246.074,99,0,1,2,0,0,1,65,172,22,8,low,44.04,low,0
28,25,5,4,3,225,26,9,28,246.074,99,0,1,1,0,0,2,69,169,24,3,low,2.96,low,0
18,13,5,6,3,330,16,4,28,246.074,99,0,2,0,0,0,0,84,182,25,8,low,6.7,low,2
22,25,5,2,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,2,low,2.3557142857142854,low,1
34,28,5,2,3,118,10,10,37,246.074,99,0,1,0,0,0,0,83,172,28,1,low,1.865,low,1
1,1,5,2,3,235,11,14,37,246.074,99,0,3,1,0,0,1,88,172,29,8,low,8.8,low,0
22,23,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3,low,2.57,low,1
34,23,6,2,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,3,low,2.8768333333333334,low,1
3,28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,3,low,3.527380952380953,low,1
34,28,6,3,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,2,low,3.2943333333333333,low,1
28,23,6,5,3,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,4,low,3.63,low,0
20,28,6,6,3,260,50,11,36,253.957,95,0,1,4,1,0,0,65,168,23,4,low,4.006666666666667,low,0
3,0,6,6,3,179,51,18,38,253.957,95,1,1,0,1,0,0,89,170,31,0,low,0.0,low,1
15,13,6,2,3,291,31,12,40,253.957,95,0,1,1,1,0,1,73,171,25,40,high,28.82,high,0
3,28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,24,medium,3.527380952380953,low,1
24,28,6,3,3,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,3,low,3.0175,low,0
3,28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,4,low,3.527380952380953,low,1
5,26,6,3,3,235,20,13,43,253.957,95,0,1,1,1,0,0,106,167,38,8,low,7.62,low,0
3,28,6,2,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,2,low,2.499166666666667,low,1
28,23,6,4,1,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,2,low,2.945,low,0
36,23,6,4,1,118,13,18,50,253.957,95,0,1,1,1,0,0,98,178,31,2,low,1.9566666666666668,low,1
3,5,6,4,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,8,low,7.26,low,1
22,21,6,4,1,179,26,9,30,253.957,95,0,3,0,0,0,0,56,171,19,2,low,4.74,low,1
24,28,6,6,1,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,2,low,3.6575,low,0
18,11,6,3,1,330,16,4,28,253.957,95,0,2,0,0,0,0,84,182,25,1,low,3.31,low,2
1,13,6,3,1,235,11,14,37,253.957,95,0,3,1,0,0,1,88,172,29,8,low,7.45,low,0
22,23,7,5,1,179,26,9,30,230.29,92,0,3,0,0,0,0,56,171,19,2,low,2.4233333333333333,low,1
28,25,7,5,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,4,low,3.66,low,0
20,13,7,6,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,8,low,15.38,low,0
21,7,7,2,1,268,11,8,33,230.29,92,0,2,0,0,0,0,79,178,25,8,low,12.55,low,0
18,25,7,6,1,330,16,4,28,230.29,92,0,2,0,0,0,0,84,182,25,8,low,8.21,low,2
34,26,7,6,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28,8,low,7.29,low,1
20,26,7,2,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,4,low,4.673333333333334,low,0
34,28,7,3,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28,8,low,6.84,low,1
26,15,7,2,1,300,26,13,43,230.29,92,0,1,2,1,1,1,77,175,25,8,low,37.87,low,0
2,23,7,2,1,235,29,12,48,230.29,92,0,1,1,0,1,5,88,163,33,1,low,2.17,low,0
24,28,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2,low,2.115,low,0
28,9,7,3,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,112,high,72.69,high,0
3,28,7,3,1,179,51,18,38,230.29,92,0,1,0,1,0,0,89,170,31,1,low,2.1983333333333333,low,1
36,23,7,6,1,118,13,18,50,230.29,92,0,1,1,1,0,0,98,178,31,1,low,1.72,low,1
10,22,7,6,1,361,52,3,28,230.29,92,0,1,1,1,0,4,80,172,27,8,low,9.26,low,2
11,22,7,2,1,289,36,13,33,230.29,92,0,1,2,1,0,1,90,172,30,8,low,9.0,low,0
5,26,7,2,1,235,20,13,43,230.29,92,0,1,1,1,0,0,106,167,38,8,low,7.25,low,0
24,28,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2,low,2.115,low,0
15,28,7,5,1,291,31,12,40,230.29,92,0,1,1,1,0,1,73,171,25,1,low,2.890833333333333,low,0
7,23,7,5,1,279,5,14,39,230.29,92,0,1,2,1,1,0,68,168,24,2,low,5.07,low,0
3,25,8,5,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4,low,3.858333333333334,low,1
17,25,8,2,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22,1,low,6.25,low,1
24,28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,4,low,2.3289999999999997,low,0
34,28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,4,low,4.363333333333332,low,1
11,26,8,3,1,289,36,13,33,249.797,93,0,1,2,1,0,1,90,172,30,8,low,7.373333333333332,low,0
5,26,8,3,1,235,20,13,43,249.797,93,0,1,1,1,0,0,106,167,38,8,low,7.48,low,0
15,28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,4,low,2.939333333333333,low,0
3,25,8,2,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4,low,4.014166666666666,low,1
17,25,8,3,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22,8,low,6.42,low,1
18,23,8,5,1,330,16,4,28,249.797,93,0,2,0,0,0,0,84,182,25,16,medium,11.9,medium,2
1,23,8,3,1,235,11,14,37,249.797,93,0,3,1,0,0,1,88,172,29,4,low,3.7608333333333337,low,0
24,28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,1,low,2.3289999999999997,low,0
34,28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,5,low,4.363333333333332,low,1
15,28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,2,low,2.939333333333333,low,0
20,28,8,2,1,260,50,11,36,249.797,93,0,1,4,1,0,0,65,168,23,3,low,3.7131666666666665,low,0
24,28,9,3,1,246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23,1,low,1.29,low,0
24,28,9,3,1,246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23,1,low,1.29,low,0
34,28,9,3,1,118,10,10,37,261.756,87,0,1,0,0,0,0,83,172,28,3,low,3.4483333333333337,low,1
14,23,9,3,1,155,12,14,34,261.756,87,0,1,2,1,0,0,95,196,25,2,low,2.81,low,1
15,28,9,5,1,291,31,12,40,261.756,87,0,1,1,1,0,1,73,171,25,2,low,2.335,low,0
